"","X","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue"
"4944",474615,534066,"22274","FELTCRAFT DOLL EMILY",1,"2010-11-21 11:28:00",2.95,17920,"United Kingdom",2.95
"4945",680672,549978,"21754","HOME BUILDING BLOCK WORD",6,"2011-04-13 15:00:00",5.95,14834,"United Kingdom",35.7
"4946",856751,566008,"85071A","BLUE CHARLIE+LOLA PERSONAL DOORSIGN",4,"2011-09-08 12:04:00",0.39,16426,"United Kingdom",1.56
"4947",612294,543602,"22776","SWEETHEART CAKESTAND 3 TIER",1,"2011-02-10 13:34:00",9.95,15570,"United Kingdom",9.95
"4948",972523,574943,"21992","VINTAGE PAISLEY STATIONERY SET",12,"2011-11-08 07:52:00",1.25,13026,"United Kingdom",15
"4949",733245,555002,"23192","BUNDLE OF 3 ALPHABET EXERCISE BOOKS",12,"2011-05-31 08:50:00",1.65,17682,"United Kingdom",19.8
"4950",283901,516962,"21609","SET 12 LAVENDER  BOTANICAL T-LIGHTS",6,"2010-07-26 09:04:00",2.95,12476,"Germany",17.7
"4951",343102,522904,"84313B","BLUE TV TRAY TABLE ",1,"2010-09-17 12:45:00",4.25,17765,"United Kingdom",4.25
"4952",829252,563555,"23300","GARDENERS KNEELING PAD CUP OF TEA ",1,"2011-08-17 13:21:00",1.65,16755,"United Kingdom",1.65
"4953",1031826,579138,"22151","PLACE SETTING WHITE HEART",48,"2011-11-28 12:54:00",0.42,13590,"United Kingdom",20.16
"4954",599951,542429,"22382","LUNCH BAG SPACEBOY DESIGN ",10,"2011-01-28 10:08:00",1.65,13330,"United Kingdom",16.5
"4955",626159,544826,"22189","CREAM HEART CARD HOLDER",1,"2011-02-24 09:36:00",3.95,14513,"United Kingdom",3.95
"4956",427998,530299,"22551","PLASTERS IN TIN SPACEBOY",1,"2010-11-02 12:48:00",1.65,14449,"United Kingdom",1.65
"4957",571259,540278,"22834","HAND WARMER BABUSHKA DESIGN",2,"2011-01-06 12:31:00",2.1,15719,"United Kingdom",4.2
"4958",321497,520707,"21364","PEACE SMALL WOOD LETTERS",8,"2010-08-29 12:43:00",6.75,17584,"United Kingdom",54
"4959",18732,490961,"20935","ROUND CACTUS CANDLE",24,"2009-12-08 15:25:00",1.25,14108,"United Kingdom",30
"4960",513054,537225,"22208","WOOD STAMP SET THANK YOU",5,"2010-12-05 16:41:00",1.65,12748,"United Kingdom",8.25
"4961",118176,500664,"22371","AIRLINE BAG VINTAGE TOKYO 78",1,"2010-03-09 12:12:00",6.35,17841,"United Kingdom",6.35
"4962",621441,544470,"22607","WOODEN ROUNDERS GARDEN SET ",8,"2011-02-21 08:38:00",8.5,12707,"France",68
"4963",850240,565416,"21989","PACK OF 20 SKULL PAPER NAPKINS",24,"2011-09-04 12:00:00",0.85,12710,"Germany",20.4
"4964",684567,550324,"21231","SWEETHEART CERAMIC TRINKET BOX",24,"2011-04-17 13:02:00",1.25,12997,"United Kingdom",30
"4965",563977,539581,"22423","REGENCY CAKESTAND 3 TIER",6,"2010-12-20 12:51:00",12.75,16143,"United Kingdom",76.5
"4966",993852,576463,"23497","CLASSIC CHROME BICYCLE BELL ",1,"2011-11-15 11:37:00",1.45,17974,"United Kingdom",1.45
"4967",402837,527954,"21535","RED RETROSPOT SMALL MILK JUG",1,"2010-10-19 16:10:00",2.55,14030,"United Kingdom",2.55
"4968",301597,518769,"22469","HEART OF WICKER SMALL",3,"2010-08-11 15:13:00",1.65,14736,"United Kingdom",4.95
"4969",920952,571035,"22508","DOORSTOP RETROSPOT HEART",4,"2011-10-13 12:50:00",3.75,12446,"RSA",15
"4970",290089,517632,"21773","DECORATIVE ROSE BATHROOM BOTTLE",12,"2010-07-30 12:42:00",1.25,17109,"United Kingdom",15
"4971",346500,523120,"21186","WHITE DOVE HONEYCOMB PAPER GARLAND",24,"2010-09-20 13:08:00",1.65,15803,"United Kingdom",39.6
"4972",962181,574239,"23168","CLASSIC CAFE SUGAR DISPENSER",12,"2011-11-03 12:43:00",1.25,14849,"United Kingdom",15
"4973",411064,528705,"21843","RED RETROSPOT CAKE STAND",1,"2010-10-24 13:07:00",10.95,13137,"United Kingdom",10.95
"4974",310977,519691,"84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",1,"2010-08-19 13:32:00",2.95,17841,"United Kingdom",2.95
"4975",352336,523650,"22086","PAPER CHAIN KIT 50'S CHRISTMAS ",1,"2010-09-23 13:03:00",2.95,18107,"United Kingdom",2.95
"4976",751441,556776,"23245","SET OF 3 REGENCY CAKE TINS",2,"2011-06-14 12:24:00",4.95,14730,"United Kingdom",9.9
"4977",4517,489816,"21622","VINTAGE UNION JACK CUSHION COVER",2,"2009-12-02 13:20:00",4.95,16086,"United Kingdom",9.9
"4978",268364,515338,"20677","PINK SPOTTY BOWL",8,"2010-07-11 15:53:00",1.25,15544,"United Kingdom",10
"4979",703363,552189,"21830","ASSORTED CREEPY CRAWLIES",24,"2011-05-06 14:04:00",0.42,12748,"United Kingdom",10.08
"4980",1050399,580611,"23206","LUNCH BAG APPLE DESIGN",2,"2011-12-05 11:49:00",1.65,12748,"United Kingdom",3.3
"4981",614723,543836,"22965","3 TRADITIONAl BISCUIT CUTTERS  SET",6,"2011-02-14 10:52:00",2.1,15236,"United Kingdom",12.6
"4982",994833,576593,"23325","RUSTIC STRAWBERRY JAM POT SMALL",6,"2011-11-15 14:48:00",1.65,15720,"United Kingdom",9.9
"4983",805171,561363,"21242","RED RETROSPOT PLATE ",2,"2011-07-26 15:42:00",1.69,17238,"United Kingdom",3.38
"4984",678109,549679,"22771","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",24,"2011-04-11 12:59:00",1.25,16407,"United Kingdom",30
"4985",334583,522053,"21240","BLUE  SPOTTY CUP",8,"2010-09-10 14:53:00",0.85,13999,"United Kingdom",6.8
"4986",875450,567579,"84879","ASSORTED COLOUR BIRD ORNAMENT",16,"2011-09-21 10:48:00",1.69,18228,"United Kingdom",27.04
"4987",641439,546171,"21135","VICTORIAN  METAL POSTCARD SPRING",8,"2011-03-10 10:31:00",1.69,16359,"United Kingdom",13.52
"4988",142198,502875,"22359","GLASS JAR, KINGS CHOICE SOAP",4,"2010-03-29 10:10:00",2.95,13319,"United Kingdom",11.8
"4989",255634,514036,"22528","GARDENERS KNEELING PAD",24,"2010-06-30 11:38:00",1.25,15615,"United Kingdom",30
"4990",451176,532297,"22943","CHRISTMAS LIGHTS 10 VINTAGE BAUBLES",2,"2010-11-11 13:50:00",4.95,13979,"United Kingdom",9.9
"4991",1023485,578508,"22780","LIGHT GARLAND BUTTERFILES PINK",4,"2011-11-24 13:06:00",4.25,16892,"United Kingdom",17
"4992",809685,561867,"23204","CHARLOTTE BAG APPLES DESIGN",3,"2011-07-31 10:59:00",0.85,16931,"United Kingdom",2.55
"4993",423856,529899,"22644","CERAMIC CHERRY CAKE MONEY BANK",4,"2010-10-31 14:09:00",1.45,15535,"United Kingdom",5.8
"4994",1023296,578479,"23157","SET OF 6 NATIVITY MAGNETS ",1,"2011-11-24 12:48:00",2.08,15858,"United Kingdom",2.08
"4995",905909,569799,"23240","SET OF 4 KNICK KNACK TINS DOILY ",6,"2011-10-06 11:47:00",4.15,13602,"United Kingdom",24.9
"4996",940689,572521,"22601","CHRISTMAS RETROSPOT ANGEL WOOD",12,"2011-10-24 15:19:00",0.85,15844,"United Kingdom",10.2
"4997",281182,516768,"21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,"2010-07-22 17:30:00",0.55,16588,"United Kingdom",13.2
"4998",197583,508366,"21034","REX CASH+CARRY JUMBO SHOPPER",1,"2010-05-14 13:18:00",0.95,12748,"United Kingdom",0.95
"4999",735189,555266,"22423","REGENCY CAKESTAND 3 TIER",4,"2011-06-01 16:12:00",12.75,15611,"United Kingdom",51
"5000",901174,569472,"22907","PACK OF 20 NAPKINS PANTRY DESIGN",1,"2011-10-04 12:38:00",0.85,14515,"United Kingdom",0.85
"5001",574091,540469,"21358","TOAST ITS - HAPPY BIRTHDAY",3,"2011-01-07 14:04:00",1.25,12484,"Spain",3.75
"5002",989276,576071,"23569","TRADTIONAL ALPHABET STAMP SET",1,"2011-11-13 16:03:00",4.95,18069,"United Kingdom",4.95
"5003",323149,520860,"21499","BLUE SPOTS  WRAP",25,"2010-08-31 13:57:00",0.42,12540,"Spain",10.5
"5004",904049,569653,"23109","PACK OF SIX LED TEA LIGHTS",6,"2011-10-05 12:52:00",2.89,12451,"Switzerland",17.34
"5005",422662,529818,"21244","BLUE POLKADOT PLATE ",1,"2010-10-31 11:22:00",1.69,14087,"United Kingdom",1.69
"5006",809610,561860,"84625C","BLUE NEW BAROQUE CANDLESTICK CANDLE",24,"2011-07-29 17:28:00",0.85,17997,"United Kingdom",20.4
"5007",783360,559547,"20712","JUMBO BAG WOODLAND ANIMALS",2,"2011-07-10 15:12:00",2.08,17758,"United Kingdom",4.16
"5008",754396,556977,"21212","PACK OF 72 RETROSPOT CAKE CASES",24,"2011-06-16 10:42:00",0.55,17446,"United Kingdom",13.2
"5009",607107,543170,"22561","WOODEN SCHOOL COLOURING SET",24,"2011-02-04 09:03:00",1.65,17334,"United Kingdom",39.6
"5010",818026,562558,"22245","HOOK, 1 HANGER ,MAGIC GARDEN",6,"2011-08-05 16:43:00",0.85,13451,"United Kingdom",5.1
"5011",656381,547520,"22383","LUNCH BAG SUKI DESIGN ",10,"2011-03-23 14:55:00",1.65,12564,"France",16.5
"5012",1009324,577511,"23103","JINGLE BELL HEART DECORATION",3,"2011-11-20 12:53:00",1.65,17561,"United Kingdom",4.95
"5013",244405,513054,"21672","WHITE SPOT RED CERAMIC DRAWER KNOB",12,"2010-06-21 13:35:00",1.25,13993,"United Kingdom",15
"5014",771448,558642,"85175","CACTI T-LIGHT CANDLES",32,"2011-07-01 09:47:00",0.42,17667,"United Kingdom",13.44
"5015",616327,544073,"22960","JAM MAKING SET WITH JARS",48,"2011-02-15 14:44:00",3.75,14935,"Channel Islands",180
"5016",452521,532382,"22847","BREAD BIN DINER STYLE IVORY",1,"2010-11-11 18:24:00",16.95,16081,"United Kingdom",16.95
"5017",669004,548707,"21257","VICTORIAN SEWING BOX MEDIUM",2,"2011-04-03 12:08:00",7.95,13781,"United Kingdom",15.9
"5018",608842,543300,"37413","ICON MUG REVOLUTIONARY",6,"2011-02-07 11:42:00",1.25,13334,"United Kingdom",7.5
"5019",712216,552881,"23172","REGENCY TEA PLATE PINK",12,"2011-05-12 10:03:00",1.65,18245,"United Kingdom",19.8
"5020",307833,519458,"84598","BOYS ALPHABET IRON ON PATCHES",288,"2010-08-17 10:50:00",0.21,17381,"United Kingdom",60.48
"5021",153462,503955,"21876","POTTERING MUG",72,"2010-04-08 16:43:00",1.06,13694,"United Kingdom",76.32
"5022",943253,572670,"22065","CHRISTMAS PUDDING TRINKET POT ",1200,"2011-10-25 13:14:00",0.39,13685,"United Kingdom",468
"5023",723015,553915,"21907","I'M ON HOLIDAY METAL SIGN",12,"2011-05-19 19:51:00",2.1,18225,"United Kingdom",25.2
"5024",204987,509165,"22082","RIBBON REEL STRIPES DESIGN ",10,"2010-05-20 14:06:00",1.65,15559,"United Kingdom",16.5
"5025",319714,520539,"22440","BALLOON WATER BOMB PACK OF 35",10,"2010-08-26 16:00:00",0.42,14544,"United Kingdom",4.2
"5026",775488,558993,"47503A","ASS FLORAL PRINT MULTI SCREWDRIVER",12,"2011-07-05 11:49:00",0.42,16729,"United Kingdom",5.04
"5027",323197,520871,"21181","PLEASE ONE PERSON METAL SIGN",12,"2010-08-31 14:50:00",2.1,13715,"United Kingdom",25.2
"5028",193591,507750,"21034","REX CASH+CARRY JUMBO SHOPPER",1,"2010-05-11 12:18:00",0.95,16419,"United Kingdom",0.95
"5029",482606,534652,"21485","RETROSPOT HEART HOT WATER BOTTLE",1,"2010-11-23 13:26:00",4.95,14170,"United Kingdom",4.95
"5030",826723,563250,"23328","SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"2011-08-15 11:38:00",3.75,15624,"United Kingdom",15
"5031",808543,561690,"22383","LUNCH BAG SUKI DESIGN ",10,"2011-07-29 09:11:00",1.65,13875,"United Kingdom",16.5
"5032",260577,514514,"21158","MOODY GIRL DOOR HANGER ",1,"2010-07-04 13:59:00",1.45,15976,"United Kingdom",1.45
"5033",567001,539920,"22840","ROUND CAKE TIN VINTAGE RED",2,"2010-12-23 11:06:00",7.95,14085,"United Kingdom",15.9
"5034",898127,569246,"22759","SET OF 3 NOTEBOOKS IN PARCEL",5,"2011-10-03 09:57:00",3.29,14096,"United Kingdom",16.45
"5035",894763,569026,"22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"2011-09-30 10:18:00",2.95,16101,"United Kingdom",17.7
"5036",830643,563638,"84997D","CHILDRENS CUTLERY POLKADOT PINK",2,"2011-08-18 10:36:00",4.15,15311,"United Kingdom",8.3
"5037",656875,547561,"22148","EASTER CRAFT 4 CHICKS ",12,"2011-03-24 08:44:00",1.95,14129,"United Kingdom",23.4
"5038",39102,492684,"48188","DOOR MAT WELCOME PUPPIES",2,"2009-12-17 18:35:00",6.75,16351,"United Kingdom",13.5
"5039",51492,494040,"20727","LUNCH BAG  BLACK SKULL.",1,"2010-01-11 11:57:00",1.65,18115,"United Kingdom",1.65
"5040",297302,518351,"22659","LUNCH BOX I LOVE LONDON",2,"2010-08-06 14:30:00",1.95,17377,"United Kingdom",3.9
"5041",219153,510675,"21904","HOUSE WRECKING METAL SIGN ",1,"2010-06-02 16:20:00",2.1,17841,"United Kingdom",2.1
"5042",195270,508068,"21314","SMALL GLASS HEART TRINKET POT",24,"2010-05-12 14:23:00",2.1,13756,"United Kingdom",50.4
"5043",764603,557995,"21987","PACK OF 6 SKULL PAPER CUPS",2,"2011-06-24 10:44:00",0.65,17979,"United Kingdom",1.3
"5044",305657,519215,"22668","PINK BABY BUNTING",5,"2010-08-15 11:47:00",2.95,16841,"United Kingdom",14.75
"5045",1059638,581134,"22228","BUNNY WOODEN PAINTED WITH BIRD ",3,"2011-12-07 13:12:00",0.39,16368,"United Kingdom",1.17
"5046",863096,566451,"22335","HEART DECORATION PAINTED ZINC ",2,"2011-09-12 16:14:00",0.65,18069,"United Kingdom",1.3
"5047",426723,530139,"35004G","SET OF 3 GOLD FLYING DUCKS",12,"2010-11-01 16:24:00",1.95,14426,"United Kingdom",23.4
"5048",231055,511761,"22424","ENAMEL BREAD BIN CREAM",2,"2010-06-10 11:32:00",12.75,17663,"United Kingdom",25.5
"5049",438783,531350,"21849","SILVER DIAMANTE PEN IN GIFT BOX",1,"2010-11-07 13:31:00",4.95,12748,"United Kingdom",4.95
"5050",768073,558367,"23245","SET OF 3 REGENCY CAKE TINS",2,"2011-06-28 15:31:00",4.95,16550,"United Kingdom",9.9
"5051",442519,531507,"21181","PLEASE ONE PERSON METAL SIGN",1,"2010-11-08 15:36:00",2.1,16018,"United Kingdom",2.1
"5052",817137,562516,"23078","ICE CREAM PEN LIP GLOSS ",24,"2011-08-05 12:25:00",1.25,15129,"United Kingdom",30
"5053",722197,553860,"37450","CERAMIC CAKE BOWL + HANGING CAKES",1,"2011-05-19 13:57:00",2.95,17841,"United Kingdom",2.95
"5054",973617,575036,"23583","LUNCH BAG PAISLEY PARK  ",10,"2011-11-08 11:45:00",1.65,15249,"United Kingdom",16.5
"5055",435140,530951,"16169C","WRAP BLUE REINDEER",50,"2010-11-04 18:34:00",0.42,15521,"United Kingdom",21
"5056",982173,575706,"47591D","PINK FAIRY CAKE CHILDRENS APRON",2,"2011-11-10 17:13:00",1.95,14713,"United Kingdom",3.9
"5057",427649,530281,"35599D","PINK AND WHITE CHRISTMAS TREE 120CM",2,"2010-11-02 12:05:00",2.95,14527,"United Kingdom",5.9
"5058",131281,501862,"48188","DOOR MAT WELCOME PUPPIES",2,"2010-03-21 11:41:00",7.49,16326,"United Kingdom",14.98
"5059",88227,497628,"37461","FUNKY MONKEY MUG",4,"2010-02-11 13:03:00",1.25,15005,"United Kingdom",5
"5060",141766,502869,"21977","PACK OF 60 PINK PAISLEY CAKE CASES",4,"2010-03-28 16:13:00",0.55,13113,"United Kingdom",2.2
"5061",141152,502848,"85175","CACTI T-LIGHT CANDLES",2,"2010-03-28 14:04:00",0.42,15570,"United Kingdom",0.84
"5062",991167,576251,"22822","CREAM WALL PLANTER HEART SHAPED",4,"2011-11-14 13:51:00",5.95,16207,"United Kingdom",23.8
"5063",83233,497043,"22297","HEART IVORY TRELLIS SMALL",24,"2010-02-05 14:42:00",1.25,15784,"United Kingdom",30
"5064",235741,512250,"46000M","POLYESTER FILLER PAD 45x45cm",1,"2010-06-14 12:46:00",1.55,16814,"United Kingdom",1.55
"5065",339675,522502,"22694","WICKER STAR ",5,"2010-09-15 11:22:00",2.1,14530,"United Kingdom",10.5
"5066",583901,541241,"85006","SET 4 NURSERY DES ROUND BOXES",1,"2011-01-16 11:08:00",2.95,13782,"United Kingdom",2.95
"5067",644456,546510,"22720","SET OF 3 CAKE TINS PANTRY DESIGN ",6,"2011-03-14 12:17:00",4.95,16353,"United Kingdom",29.7
"5068",409370,528605,"22699","ROSES REGENCY TEACUP AND SAUCER ",6,"2010-10-22 15:24:00",2.95,15865,"United Kingdom",17.7
"5069",1031895,579141,"23571","TRADITIONAL NAUGHTS & CROSSES",1,"2011-11-28 13:06:00",1.65,17019,"United Kingdom",1.65
"5070",664579,548289,"21385","IVORY HANGING DECORATION  HEART",24,"2011-03-30 11:48:00",0.85,13988,"United Kingdom",20.4
"5071",64689,495178,"21389","IVORY HANGING DECORATION  BIRD",12,"2010-01-21 13:33:00",0.85,13735,"United Kingdom",10.2
"5072",799053,560841,"79144B","PAINTED LIGHTBULB STAR+ MOON",24,"2011-07-21 12:25:00",0.37,14298,"United Kingdom",8.88
"5073",1067243,581578,"21918","SET 12 KIDS COLOUR  CHALK STICKS",24,"2011-12-09 12:16:00",0.42,12713,"Germany",10.08
"5074",768382,558382,"22604","SET OF 4 NAPKIN CHARMS CUTLERY",32,"2011-06-28 17:28:00",2.1,17997,"United Kingdom",67.2
"5075",780139,559330,"90214K","LETTER ""K"" BLING KEY RING",6,"2011-07-07 15:44:00",1.25,17696,"United Kingdom",7.5
"5076",279620,516610,"22635","CHILDS BREAKFAST SET DOLLY GIRL ",2,"2010-07-21 14:41:00",9.95,13615,"United Kingdom",19.9
"5077",33365,492178,"22309","TEA COSY RED  STRIPE",4,"2009-12-15 15:27:00",2.55,18168,"United Kingdom",10.2
"5078",975018,575136,"23243","SET OF TEA COFFEE SUGAR TINS PANTRY",4,"2011-11-08 14:53:00",4.95,15103,"United Kingdom",19.8
"5079",755734,557129,"22348","TEA BAG PLATE RED RETROSPOT",2,"2011-06-16 19:59:00",0.85,17841,"United Kingdom",1.7
"5080",760457,557621,"22427","ENAMEL FLOWER JUG CREAM",3,"2011-06-21 14:00:00",5.95,12444,"Norway",17.85
"5081",1030957,579087,"84879","ASSORTED COLOUR BIRD ORNAMENT",16,"2011-11-28 10:35:00",1.69,13914,"United Kingdom",27.04
"5082",74567,496201,"21931","JUMBO STORAGE BAG SUKI",5,"2010-01-29 12:35:00",1.95,15898,"United Kingdom",9.75
"5083",190822,507432,"22625","RED KITCHEN SCALES",1,"2010-05-09 16:10:00",8.5,16655,"United Kingdom",8.5
"5084",774373,558876,"22551","PLASTERS IN TIN SPACEBOY",4,"2011-07-04 13:36:00",1.65,17841,"United Kingdom",6.6
"5085",903927,569651,"22427","ENAMEL FLOWER JUG CREAM",2,"2011-10-05 12:49:00",5.95,14534,"United Kingdom",11.9
"5086",685563,550446,"22423","REGENCY CAKESTAND 3 TIER",2,"2011-04-18 12:36:00",12.75,13871,"United Kingdom",25.5
"5087",837940,564355,"20969","RED FLORAL FELTCRAFT SHOULDER BAG",4,"2011-08-24 15:12:00",3.75,13507,"United Kingdom",15
"5088",148575,503543,"84509A","SET OF 4 ENGLISH ROSE PLACEMATS",1,"2010-04-01 14:23:00",3.75,17993,"United Kingdom",3.75
"5089",183663,506865,"79160","HEART SHAPE WIRELESS DOORBELL",2,"2010-05-04 15:13:00",2.1,17841,"United Kingdom",4.2
"5090",399694,527536,"20679","EDWARDIAN PARASOL RED",2,"2010-10-18 13:22:00",5.95,14667,"United Kingdom",11.9
"5091",925583,571298,"23199","JUMBO BAG APPLES",300,"2011-10-17 08:14:00",1.79,15769,"United Kingdom",537
"5092",525180,538155,"22914","BLUE COAT RACK PARIS FASHION",1,"2010-12-09 16:52:00",4.95,16907,"United Kingdom",4.95
"5093",498309,535967,"22301","COFFEE MUG CAT + BIRD DESIGN",12,"2010-11-29 12:46:00",2.55,14510,"United Kingdom",30.6
"5094",621993,544569,"22960","JAM MAKING SET WITH JARS",1,"2011-02-21 12:58:00",4.25,16980,"United Kingdom",4.25
"5095",1018978,578233,"16225","RATTLE SNAKE EGGS",6,"2011-11-23 12:20:00",1.25,14049,"United Kingdom",7.5
"5096",610123,543411,"22920","HERB MARKER BASIL",12,"2011-02-08 11:31:00",0.65,12576,"Poland",7.8
"5097",522998,538009,"22788","BROCANTE COAT RACK",2,"2010-12-09 12:17:00",9.95,14911,"EIRE",19.9
"5098",849905,565401,"85114B","IVORY ENCHANTED FOREST PLACEMAT",2,"2011-09-02 17:38:00",1.65,16686,"United Kingdom",3.3
"5099",1034886,579301,"21327","SKULLS WRITING SET ",5,"2011-11-29 11:32:00",1.65,18118,"United Kingdom",8.25
"5100",38501,492585,"22157","ANGEL DECORATION WITH LACE PADDED",6,"2009-12-17 15:26:00",0.85,14085,"United Kingdom",5.1
"5101",128838,501658,"22236","CAKE STAND 3 TIER MAGIC GARDEN",1,"2010-03-18 13:16:00",12.75,15496,"United Kingdom",12.75
"5102",748468,556468,"22645","CERAMIC HEART FAIRY CAKE MONEY BANK",4,"2011-06-12 11:26:00",1.45,14878,"United Kingdom",5.8
"5103",963770,574310,"21981","PACK OF 12 WOODLAND TISSUES ",4,"2011-11-03 16:56:00",0.39,13467,"United Kingdom",1.56
"5104",66874,495349,"85130A","BEADED PEARL HEART WHITE LARGE",12,"2010-01-24 10:50:00",1.65,15641,"United Kingdom",19.8
"5105",182539,506716,"21930","JUMBO STORAGE BAG SKULLS",1,"2010-05-02 16:02:00",1.95,17555,"United Kingdom",1.95
"5106",822036,562922,"21365","MIRRORED WALL ART STARS",48,"2011-08-10 14:26:00",0.75,12594,"Italy",36
"5107",713715,553017,"21218","RED SPOTTY BISCUIT TIN",1,"2011-05-12 19:01:00",3.75,12757,"Portugal",3.75
"5108",598443,542275,"22832","BROCANTE SHELF WITH HOOKS",2,"2011-01-27 10:18:00",10.75,13089,"United Kingdom",21.5
"5109",218945,510659,"21733","RED HANGING HEART T-LIGHT HOLDER",1,"2010-06-02 14:24:00",2.95,16549,"United Kingdom",2.95
"5110",796799,560690,"22479","DAISY GARDEN MARKER",10,"2011-07-20 12:00:00",1.25,16807,"United Kingdom",12.5
"5111",615923,544040,"21181","PLEASE ONE PERSON METAL SIGN",1,"2011-02-15 11:40:00",2.1,14701,"United Kingdom",2.1
"5112",36676,492418,"17033","BROCADE PURSE,SMALL ARCH BUTTON",108,"2009-12-16 17:27:00",0.29,15498,"United Kingdom",31.32
"5113",99226,498719,"21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",36,"2010-02-22 13:44:00",1.25,13854,"United Kingdom",45
"5114",111234,500024,"84820","DANISH ROSE TRINKET TRAYS",2,"2010-03-04 10:49:00",5.95,13879,"United Kingdom",11.9
"5115",862340,566408,"23298","SPOTTY BUNTING",5,"2011-09-12 13:43:00",4.95,16984,"United Kingdom",24.75
"5116",367320,524983,"22950","36 DOILIES VINTAGE CHRISTMAS",12,"2010-10-01 15:33:00",1.45,18266,"United Kingdom",17.4
"5117",573317,540453,"22024","RAINY LADIES BIRTHDAY CARD",12,"2011-01-07 11:54:00",0.42,13426,"United Kingdom",5.04
"5118",46737,493715,"20886","BOX OF 9 PEBBLE CANDLES",1,"2010-01-05 16:38:00",1.95,14954,"United Kingdom",1.95
"5119",272598,515884,"22173","METAL 4 HOOK HANGER FRENCH CHATEAU",1,"2010-07-15 12:00:00",2.95,16435,"United Kingdom",2.95
"5120",390351,526913,"21733","RED HANGING HEART T-LIGHT HOLDER",32,"2010-10-13 16:09:00",2.55,17409,"United Kingdom",81.6
"5121",417273,529297,"22450","SILK PURSE BABUSHKA BLUE",2,"2010-10-27 12:26:00",3.35,16433,"United Kingdom",6.7
"5122",738050,555495,"23207","LUNCH BAG ALPHABET DESIGN",10,"2011-06-03 14:42:00",1.65,17068,"United Kingdom",16.5
"5123",136492,502468,"21174","POTTERING IN THE SHED METAL SIGN",12,"2010-03-24 15:36:00",1.95,16984,"United Kingdom",23.4
"5124",165028,505000,"21937","STRAWBERRY   PICNIC BAG",1,"2010-04-19 12:28:00",2.95,16470,"United Kingdom",2.95
"5125",991109,576249,"23489","VINTAGE BELLS GARLAND",10,"2011-11-14 13:47:00",2.89,17811,"United Kingdom",28.9
"5126",810439,561894,"47566","PARTY BUNTING",1,"2011-07-31 15:00:00",4.95,14456,"United Kingdom",4.95
"5127",90914,497948,"21354","TOAST ITS - BEST MUM",24,"2010-02-15 12:05:00",1.25,13081,"United Kingdom",30
"5128",918116,570703,"22474","SPACEBOY TV DINNER TRAY",3,"2011-10-12 09:50:00",4.95,14911,"EIRE",14.85
"5129",879433,567853,"21900","KEY FOB , SHED",7,"2011-09-22 13:31:00",0.65,15484,"United Kingdom",4.55
"5130",482495,534645,"22379","RECYCLING BAG RETROSPOT ",2,"2010-11-23 13:07:00",2.1,15719,"United Kingdom",4.2
"5131",1027234,578829,"23479","WIRE EGG BASKET ",1,"2011-11-25 14:53:00",7.85,14710,"United Kingdom",7.85
"5132",870877,567165,"22896","PEG BAG APPLES DESIGN",1,"2011-09-18 11:58:00",2.55,17841,"United Kingdom",2.55
"5133",927265,571442,"23284","DOORMAT KEEP CALM AND COME IN",2,"2011-10-17 13:39:00",8.25,17049,"United Kingdom",16.5
"5134",680229,549944,"21498","RED RETROSPOT WRAP ",25,"2011-04-13 12:23:00",0.42,14262,"United Kingdom",10.5
"5135",615768,543996,"48187","DOORMAT NEW ENGLAND",2,"2011-02-15 10:46:00",7.95,15811,"United Kingdom",15.9
"5136",401900,527912,"85184C","S/4 VALENTINE DECOUPAGE HEART BOX",2,"2010-10-19 13:00:00",2.95,16919,"United Kingdom",5.9
"5137",86445,497398,"85197","SET OF 12 MINI BUNNIES IN A BUCKET",1,"2010-02-09 13:19:00",2.1,16436,"United Kingdom",2.1
"5138",995264,576609,"22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",1,"2011-11-15 16:08:00",8.5,15556,"United Kingdom",8.5
"5139",903682,569637,"22900","SET 2 TEA TOWELS I LOVE LONDON ",6,"2011-10-05 12:14:00",3.25,15757,"United Kingdom",19.5
"5140",252180,513674,"22454","MEASURING TAPE RUSSIAN DOLL RED",6,"2010-06-28 11:39:00",2.95,16012,"United Kingdom",17.7
"5141",964966,574476,"16237","SLEEPING CAT ERASERS",2,"2011-11-04 12:20:00",0.21,17203,"United Kingdom",0.42
"5142",280041,516696,"21931","JUMBO STORAGE BAG SUKI",10,"2010-07-22 11:53:00",1.95,13564,"United Kingdom",19.5
"5143",308427,519500,"22170","PICTURE FRAME WOOD TRIPLE PORTRAIT",1,"2010-08-17 14:24:00",6.75,16255,"United Kingdom",6.75
"5144",989272,576071,"23395","BELLE JARDINIERE CUSHION COVER",1,"2011-11-13 16:03:00",3.75,18069,"United Kingdom",3.75
"5145",1002631,577051,"17012F","ORIGAMI SANDLEWOOD INCENSE/CAND SET",1,"2011-11-17 14:02:00",0.85,14034,"United Kingdom",0.85
