Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,week,month,year
522642,22694,WICKER STAR,6,2010-09-16T10:29:00Z,2.1,13374,United Kingdom,12.6,37,9,2010
559300,23306,SET OF 36 DOILIES PANTRY DESIGN,12,2011-07-07T12:40:00Z,1.45,12471,Germany,17.4,27,7,2011
526089,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,6,2010-10-08T12:14:00Z,2.95,15281,United Kingdom,17.700000000000003,41,10,2010
575981,84712B,PINK JEWELLED PHOTO FRAME,2,2011-11-13T13:41:00Z,7.95,15500,United Kingdom,15.9,46,11,2011
561222,21788,KIDS RAIN MAC BLUE,24,2011-07-26T09:27:00Z,0.85,13588,United Kingdom,20.4,30,7,2011
515949,22384,LUNCH BAG PINK RETROSPOT,5,2010-07-15T17:59:00Z,1.65,16161,United Kingdom,8.25,28,7,2010
513496,62096B,PURPLE/TURQ FLOWERS HANDBAG,6,2010-06-25T10:17:00Z,1.25,14401,United Kingdom,7.5,26,6,2010
546908,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-03-17T18:59:00Z,4.95,15648,United Kingdom,29.700000000000003,11,3,2011
569241,23436,VINTAGE CHRISTMAS GIFT BAG LARGE,120,2011-10-03T09:30:00Z,1.04,14488,United Kingdom,124.8,40,10,2011
529839,22683,"FRENCH BLUE METAL DOOR SIGN, 8",10,2010-10-31T12:36:00Z,1.25,16003,United Kingdom,12.5,44,10,2010
577062,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-11-17T14:40:00Z,1.45,18221,United Kingdom,17.4,46,11,2011
509647,84660C,PINK STITCHED WALL CLOCK,2,2010-05-25T11:41:00Z,3.75,14527,United Kingdom,7.5,21,5,2010
576255,21311,SET/4 BIRD MIRROR MAGNETS,5,2011-11-14T14:09:00Z,0.29,15993,United Kingdom,1.45,46,11,2011
503253,84880,WHITE WIRE EGG HOLDER,1,2010-03-31T10:41:00Z,5.95,16085,United Kingdom,5.95,13,3,2010
515749,85049C,ROMANTIC PINKS RIBBONS,24,2010-07-14T13:16:00Z,1.25,17235,United Kingdom,30,28,7,2010
497388,21902,"KEY FOB , FRONT  DOOR",1,2010-02-09T12:23:00Z,0.65,15003,United Kingdom,0.65,6,2,2010
556815,85066,CREAM SWEETHEART MINI CHEST,2,2011-06-15T08:36:00Z,12.75,14852,United Kingdom,25.5,24,6,2011
568417,22726,ALARM CLOCK BAKELIKE GREEN,12,2011-09-27T11:10:00Z,3.75,14911,EIRE,45,39,9,2011
561247,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-07-26T11:38:00Z,0.83,16592,United Kingdom,9.96,30,7,2011
575855,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-11-11T12:24:00Z,4.25,14527,United Kingdom,4.25,45,11,2011
493695,21175,GIN + TONIC DIET METAL SIGN,1,2010-01-05T13:23:00Z,2.1,14606,United Kingdom,2.1,1,1,2010
565478,23204,CHARLOTTE BAG APPLES DESIGN,6,2011-09-05T11:18:00Z,0.85,15005,United Kingdom,5.1,36,9,2011
520212,37508,NEW ENGLAND CERAMIC CAKE SERVER,1,2010-08-24T17:21:00Z,2.55,16033,United Kingdom,2.55,34,8,2010
572567,21914,BLUE HARMONICA IN BOX,12,2011-10-25T10:27:00Z,1.25,12398,Switzerland,15,43,10,2011
551436,22674,FRENCH TOILET SIGN BLUE METAL,1,2011-04-28T15:13:00Z,1.25,16904,United Kingdom,1.25,17,4,2011
559547,20727,LUNCH BAG  BLACK SKULL.,4,2011-07-10T15:12:00Z,1.65,17758,United Kingdom,6.6,28,7,2011
562365,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-08-04T13:51:00Z,2.95,14344,United Kingdom,2.95,31,8,2011
498596,21579,LOLITA  DESIGN  COTTON TOTE BAG,6,2010-02-21T15:58:00Z,2.25,13152,United Kingdom,13.5,8,2,2010
568316,22676,FRENCH BLUE METAL DOOR SIGN 1,5,2011-09-26T13:21:00Z,1.25,16407,United Kingdom,6.25,39,9,2011
538057,22418,10 COLOUR SPACEBOY PEN,24,2010-12-09T13:38:00Z,0.85,13102,United Kingdom,20.4,49,12,2010
560635,22350,ILLUSTRATED CAT BOWL,6,2011-07-20T10:51:00Z,2.55,12521,Germany,15.3,29,7,2011
573026,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-10-27T13:25:00Z,1.25,17459,United Kingdom,15,43,10,2011
534164,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2010-11-21T13:13:00Z,8.5,16241,United Kingdom,8.5,47,11,2010
536667,22574,HEART WOODEN CHRISTMAS DECORATION,24,2010-12-02T12:09:00Z,0.85,15260,United Kingdom,20.4,48,12,2010
520317,85054,FRENCH ENAMEL POT W LID,6,2010-08-25T11:47:00Z,2.95,14229,United Kingdom,17.700000000000003,34,8,2010
514328,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2010-07-01T14:24:00Z,1.25,17913,United Kingdom,1.25,26,7,2010
564732,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-08-28T13:08:00Z,2.95,16466,United Kingdom,23.6,35,8,2011
547860,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3,2011-03-27T12:21:00Z,4.25,17625,United Kingdom,12.75,13,3,2011
542226,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,2011-01-26T13:20:00Z,3.75,17075,United Kingdom,7.5,4,1,2011
555541,22801,ANTIQUE GLASS PEDESTAL BOWL,1,2011-06-05T12:51:00Z,3.75,16883,United Kingdom,3.75,23,6,2011
499998,21437,24 HANGING EASTER EGGS FLORAL TUB,4,2010-03-04T09:32:00Z,3.75,14156,EIRE,15,9,3,2010
516736,90200E,GREEN SWEETHEART BRACELET,3,2010-07-22T14:17:00Z,4.25,14461,United Kingdom,12.75,29,7,2010
558565,21974,SET OF 36 PAISLEY FLOWER DOILIES,3,2011-06-30T13:58:00Z,1.45,14803,United Kingdom,4.35,26,6,2011
580262,23077,DOUGHNUT LIP GLOSS,20,2011-12-02T12:42:00Z,1.25,16759,United Kingdom,25,48,12,2011
550302,22501,PICNIC BASKET WICKER LARGE,2,2011-04-17T10:17:00Z,9.95,14156,EIRE,19.9,16,4,2011
570342,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-10-10T12:26:00Z,1.25,17706,United Kingdom,15,41,10,2011
557034,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-16T13:50:00Z,4.95,13627,United Kingdom,19.8,24,6,2011
513285,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-06-23T14:07:00Z,0.85,12747,United Kingdom,10.2,25,6,2010
559555,22609,PENS ASSORTED SPACEBALL,36,2011-07-11T10:14:00Z,0.19,13678,United Kingdom,6.84,28,7,2011
532819,22075,6 RIBBONS ELEGANT CHRISTMAS,2,2010-11-14T16:19:00Z,1.65,13230,United Kingdom,3.3,46,11,2010
517824,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6,2010-08-02T12:42:00Z,0.42,15990,United Kingdom,2.52,31,8,2010
555388,22624,IVORY KITCHEN SCALES,2,2011-06-02T15:48:00Z,8.5,17719,United Kingdom,17,22,6,2011
533301,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-11-16T16:46:00Z,0.95,15811,United Kingdom,1.9,46,11,2010
554074,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-05-22T11:28:00Z,1.25,13230,United Kingdom,30,21,5,2011
538709,21245,GREEN POLKADOT PLATE,2,2010-12-14T10:46:00Z,1.69,16442,United Kingdom,3.38,50,12,2010
513625,79029,GLASS HONEYPOT WASP CATCHER,1,2010-06-27T13:09:00Z,1.95,14505,United Kingdom,1.95,26,6,2010
528623,22383,LUNCH BAG SUKI  DESIGN,2,2010-10-24T10:54:00Z,1.65,16010,United Kingdom,3.3,43,10,2010
554997,22027,TEA PARTY BIRTHDAY CARD,12,2011-05-29T15:35:00Z,0.42,16746,United Kingdom,5.04,22,5,2011
533187,22628,PICNIC BOXES SET OF 3 RETROSPOT,1,2010-11-16T14:45:00Z,4.95,16782,United Kingdom,4.95,46,11,2010
510733,17084P,DRAGONS BLOOD INCENSE,25,2010-06-03T11:12:00Z,0.21,15502,United Kingdom,5.25,22,6,2010
546679,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-03-15T16:47:00Z,0.85,13121,United Kingdom,10.2,11,3,2011
521829,20675,BLUE SPOTTY BOWL,16,2010-09-09T10:44:00Z,1.25,17242,United Kingdom,20,36,9,2010
552631,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-05-10T12:55:00Z,0.65,12684,France,15.6,19,5,2011
554363,22900,SET 2 TEA TOWELS I LOVE LONDON,6,2011-05-24T10:19:00Z,3.25,12647,Germany,19.5,21,5,2011
568054,22158,3 HEARTS HANGING DECORATION RUSTIC,3,2011-09-23T12:50:00Z,2.95,16978,United Kingdom,8.850000000000001,38,9,2011
521770,22073,RED RETROSPOT STORAGE JAR,4,2010-09-08T12:24:00Z,3.75,16150,United Kingdom,15,36,9,2010
569556,71459,HANGING JAM JAR T-LIGHT HOLDERS,24,2011-10-05T08:50:00Z,0.85,14936,Channel Islands,20.4,40,10,2011
547971,20975,12 PENCILS SMALL TUBE RED RETROSPOT,7,2011-03-28T16:37:00Z,0.65,17917,United Kingdom,4.55,13,3,2011
553198,23230,WRAP ALPHABET DESIGN,25,2011-05-15T14:48:00Z,0.42,13752,United Kingdom,10.5,20,5,2011
545310,22419,LIPSTICK PEN RED,6,2011-03-01T13:45:00Z,0.42,15456,United Kingdom,2.52,9,3,2011
550997,22377,BOTTLE BAG RETROSPOT,5,2011-04-26T09:04:00Z,2.1,17735,United Kingdom,10.5,17,4,2011
525102,22623,BOX OF VINTAGE JIGSAW BLOCKS,12,2010-10-04T10:03:00Z,4.95,16652,United Kingdom,59.400000000000006,40,10,2010
549578,22413,METAL SIGN TAKE IT OR LEAVE IT,12,2011-04-11T08:49:00Z,2.95,17340,United Kingdom,35.400000000000006,15,4,2011
527894,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-10-19T12:23:00Z,4.95,13002,United Kingdom,29.700000000000003,42,10,2010
510035,21137,BLACK RECORD COVER FRAME,24,2010-05-26T15:30:00Z,3.39,17157,United Kingdom,81.36,21,5,2010
525860,22077,6 RIBBONS RUSTIC CHARM,12,2010-10-07T13:19:00Z,1.65,13089,United Kingdom,19.799999999999997,40,10,2010
523941,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,4,2010-09-26T11:05:00Z,2.95,17377,United Kingdom,11.8,39,9,2010
556917,23171,REGENCY TEA PLATE GREEN,96,2011-06-15T13:37:00Z,1.45,12415,Australia,139.2,24,6,2011
577173,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,2011-11-18T10:57:00Z,0.55,14849,United Kingdom,13.2,46,11,2011
523141,85099B,JUMBO BAG RED RETROSPOT,100,2010-09-20T14:32:00Z,1.65,14482,United Kingdom,165,38,9,2010
528586,47566,PARTY BUNTING,3,2010-10-22T13:59:00Z,4.65,17191,United Kingdom,13.95,43,10,2010
526758,M,Manual,1,2010-10-13T10:43:00Z,2.95,14534,United Kingdom,2.95,41,10,2010
577506,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-11-20T12:40:00Z,4.25,13212,United Kingdom,4.25,47,11,2011
540539,22294,HEART FILIGREE DOVE  SMALL,24,2011-01-09T14:42:00Z,1.25,18260,United Kingdom,30,2,1,2011
574547,22470,HEART OF WICKER LARGE,1,2011-11-04T15:08:00Z,2.95,17841,United Kingdom,2.95,44,11,2011
570342,23413,VINTAGE COFFEE GRINDER BOX,12,2011-10-10T12:26:00Z,4.95,17706,United Kingdom,59.400000000000006,41,10,2011
577601,22940,FELTCRAFT CHRISTMAS FAIRY,8,2011-11-21T08:31:00Z,4.25,17675,United Kingdom,34,47,11,2011
554076,22706,WRAP COWBOYS,25,2011-05-22T11:30:00Z,0.42,16556,United Kingdom,10.5,21,5,2011
536798,82578,KITCHEN METAL SIGN,12,2010-12-02T15:55:00Z,0.55,17838,United Kingdom,6.6000000000000005,48,12,2010
579457,22694,WICKER STAR,24,2011-11-29T14:20:00Z,2.1,14824,United Kingdom,50.400000000000006,48,11,2011
568044,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-09-23T12:10:00Z,4.95,15763,United Kingdom,14.85,38,9,2011
552267,22822,CREAM WALL PLANTER HEART SHAPED,1,2011-05-08T11:49:00Z,5.95,15038,United Kingdom,5.95,19,5,2011
518337,22621,TRADITIONAL KNITTING NANCY,12,2010-08-06T13:38:00Z,1.45,14849,United Kingdom,17.4,32,8,2010
494660,35645,VINTAGE BEAD PINK JEWEL BOX,3,2010-01-17T13:55:00Z,4.25,13831,United Kingdom,12.75,3,1,2010
560724,22983,CARD BILLBOARD FONT,12,2011-07-20T13:55:00Z,0.42,16186,United Kingdom,5.04,29,7,2011
577256,20668,DISCO BALL CHRISTMAS DECORATION,48,2011-11-18T12:25:00Z,0.12,15530,United Kingdom,5.76,46,11,2011
532159,22386,JUMBO BAG PINK POLKADOT,10,2010-11-11T12:18:00Z,1.95,16945,United Kingdom,19.5,45,11,2010
501860,21456,2 PICTURE BOOK EGGS EASTER CHICKS,4,2010-03-21T11:32:00Z,1.25,15425,United Kingdom,5,12,3,2010
574826,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,2011-11-07T10:58:00Z,3.25,15870,United Kingdom,6.5,45,11,2011
512332,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-06-15T11:42:00Z,0.55,15358,United Kingdom,13.2,24,6,2010
500356,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2010-03-07T15:34:00Z,1.95,16984,United Kingdom,1.95,10,3,2010
563353,23170,REGENCY TEA PLATE ROSES,12,2011-08-15T14:32:00Z,1.65,15480,Malta,19.799999999999997,33,8,2011
568901,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-09-29T13:22:00Z,1.69,15050,United Kingdom,54.08,39,9,2011
577301,22175,PINK OWL SOFT TOY,6,2011-11-18T12:53:00Z,2.95,12498,Germany,17.700000000000003,46,11,2011
577535,22690,DOORMAT HOME SWEET HOME BLUE,1,2011-11-20T14:07:00Z,8.25,14071,United Kingdom,8.25,47,11,2011
570672,23010,CIRCUS PARADE BABY GIFT SET,1,2011-10-11T14:52:00Z,16.95,12536,France,16.95,41,10,2011
537049,22837,HOT WATER BOTTLE BABUSHKA,4,2010-12-05T11:04:00Z,4.65,16241,United Kingdom,18.6,49,12,2010
555851,22921,HERB MARKER CHIVES,2,2011-06-07T13:37:00Z,0.65,13050,United Kingdom,1.3,23,6,2011
553917,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-20T08:30:00Z,1.25,17615,United Kingdom,15,20,5,2011
531900,47469,ASSORTED SHAPES PHOTO CLIP SILVER,3,2010-11-10T12:03:00Z,0.65,15031,United Kingdom,1.95,45,11,2010
567658,22423,REGENCY CAKESTAND 3 TIER,1,2011-09-21T14:50:00Z,12.75,14428,United Kingdom,12.75,38,9,2011
571682,22380,TOY TIDY SPACEBOY,1,2011-10-18T14:00:00Z,2.1,14179,United Kingdom,2.1,42,10,2011
539299,21527,RED RETROSPOT TRADITIONAL TEAPOT,4,2010-12-16T17:30:00Z,7.95,14180,United Kingdom,31.8,50,12,2010
561206,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-07-25T16:18:00Z,2.55,13110,United Kingdom,15.3,30,7,2011
581401,90214P,"LETTER ""P"" BLING KEY RING",12,2011-12-08T13:43:00Z,0.29,17644,United Kingdom,3.4799999999999995,49,12,2011
559016,23173,REGENCY TEAPOT ROSES,8,2011-07-05T13:01:00Z,9.95,14051,United Kingdom,79.6,27,7,2011
545220,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-03-01T08:30:00Z,4.95,14620,United Kingdom,14.85,9,3,2011
526168,22556,PLASTERS IN TIN CIRCUS PARADE,12,2010-10-10T10:43:00Z,1.65,12656,France,19.799999999999997,41,10,2010
572726,84836,ZINC METAL HEART DECORATION,12,2011-10-25T15:19:00Z,1.25,16056,United Kingdom,15,43,10,2011
508156,22625,RED KITCHEN SCALES,3,2010-05-13T11:42:00Z,8.5,16550,United Kingdom,25.5,19,5,2010
530288,22746,POPPY'S PLAYHOUSE LIVINGROOM,1,2010-11-02T12:16:00Z,2.1,14593,United Kingdom,2.1,44,11,2010
519834,22686,"FRENCH BLUE METAL DOOR SIGN, No",12,2010-08-20T15:20:00Z,1.25,17675,United Kingdom,15,34,8,2010
532087,21911,GARDEN METAL SIGN,12,2010-11-10T15:32:00Z,1.65,13735,United Kingdom,19.799999999999997,45,11,2010
508628,84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,2010-05-17T14:17:00Z,0.55,15280,United Kingdom,1.1,20,5,2010
508482,21218,RED SPOTTY BISCUIT TIN,3,2010-05-16T12:44:00Z,3.75,13564,United Kingdom,11.25,20,5,2010
580833,22621,TRADITIONAL KNITTING NANCY,1,2011-12-06T11:41:00Z,1.65,16764,United Kingdom,1.65,49,12,2011
541485,22324,BLUE POLKADOT KIDS BAG,1,2011-01-18T13:05:00Z,1.95,18118,United Kingdom,1.95,3,1,2011
576665,82578,KITCHEN METAL SIGN,1,2011-11-16T11:46:00Z,0.55,17841,United Kingdom,0.55,46,11,2011
504551,85099F,JUMBO BAG STRAWBERRY,100,2010-04-14T13:24:00Z,1.65,13629,United Kingdom,165,15,4,2010
525747,82580,BATHROOM METAL SIGN,12,2010-10-07T09:28:00Z,0.55,13382,United Kingdom,6.6000000000000005,40,10,2010
536845,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2010-12-02T19:18:00Z,3.75,17961,United Kingdom,3.75,48,12,2010
521925,21844,RED RETROSPOT MUG,1,2010-09-09T15:14:00Z,2.95,13069,United Kingdom,2.95,36,9,2010
567470,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-09-20T12:39:00Z,2.49,16624,United Kingdom,2.49,38,9,2011
580527,84519A,TOMATO CHARLIE+LOLA COASTER SET,2,2011-12-04T15:19:00Z,1.25,13736,United Kingdom,2.5,49,12,2011
561688,21790,VINTAGE SNAP CARDS,12,2011-07-29T08:48:00Z,0.85,14407,United Kingdom,10.2,30,7,2011
527250,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,3,2010-10-15T12:28:00Z,4.65,12445,Spain,13.95,42,10,2010
558348,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-06-28T14:50:00Z,1.45,17188,United Kingdom,17.4,26,6,2011
550900,22440,BALLOON WATER BOMB PACK OF 35,40,2011-04-21T12:11:00Z,0.42,16553,United Kingdom,16.8,16,4,2011
511990,84596G,SMALL CHOCOLATES PINK BOWL,1,2010-06-11T15:03:00Z,1.25,13601,United Kingdom,1.25,24,6,2010
533973,20677,PINK POLKADOT BOWL,6,2010-11-19T13:21:00Z,1.25,15421,United Kingdom,7.5,47,11,2010
576848,23291,DOLLY GIRL CHILDRENS CUP,4,2011-11-16T15:38:00Z,1.25,15051,United Kingdom,5,46,11,2011
542506,48138,DOORMAT UNION FLAG,4,2011-01-28T12:06:00Z,7.95,16523,United Kingdom,31.8,4,1,2011
526908,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,2010-10-13T15:33:00Z,1.06,15242,United Kingdom,76.32000000000001,41,10,2010
542080,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2011-01-25T12:16:00Z,3.75,13815,Germany,22.5,4,1,2011
543293,22917,HERB MARKER ROSEMARY,12,2011-02-07T11:20:00Z,0.65,17613,United Kingdom,7.800000000000001,6,2,2011
537034,22865,HAND WARMER OWL DESIGN,96,2010-12-03T17:20:00Z,1.85,13081,United Kingdom,177.60000000000002,49,12,2010
503877,47591D,PINK FAIRY CAKE CHILD'S APRON,3,2010-04-08T11:50:00Z,1.95,15005,United Kingdom,5.85,14,4,2010
554654,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-05-25T13:34:00Z,1.45,12815,Poland,17.4,21,5,2011
567656,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,2011-09-21T14:40:00Z,0.83,14096,United Kingdom,0.83,38,9,2011
520876,72819,CUPID DESIGN SCENTED CANDLES,6,2010-08-31T15:21:00Z,2.55,12651,France,15.3,35,8,2010
573373,72131,COLUMBIAN CANDLE RECTANGLE,1,2011-10-30T13:37:00Z,1.95,14684,United Kingdom,1.95,44,10,2011
565769,75049L,LARGE CIRCULAR MIRROR MOBILE,24,2011-09-06T14:32:00Z,1.25,16175,United Kingdom,30,36,9,2011
570125,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-10-07T13:14:00Z,2.1,17509,United Kingdom,25.200000000000003,40,10,2011
576062,20728,LUNCH BAG CARS BLUE,3,2011-11-13T15:30:00Z,1.65,12867,United Kingdom,4.949999999999999,46,11,2011
514355,21312,LARGE CHUNKY GLASS ROMAN BOWL,1,2010-07-01T16:48:00Z,6.75,17589,United Kingdom,6.75,26,7,2010
566539,22616,PACK OF 12 LONDON TISSUES,24,2011-09-13T11:34:00Z,0.39,17228,United Kingdom,9.36,37,9,2011
553141,21260,FIRST AID TIN,1,2011-05-13T13:01:00Z,3.25,15907,United Kingdom,3.25,19,5,2011
575607,21786,POLKADOT RAIN HAT,3,2011-11-10T12:37:00Z,0.83,14096,United Kingdom,2.49,45,11,2011
549985,23077,DOUGHNUT LIP GLOSS,20,2011-04-13T15:58:00Z,1.25,15640,United Kingdom,25,15,4,2011
576339,22390,PAPERWEIGHT CHILDHOOD MEMORIES,1,2011-11-14T15:27:00Z,4.96,14096,United Kingdom,4.96,46,11,2011
563662,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-08-18T11:40:00Z,1.65,12729,France,19.799999999999997,33,8,2011
507667,21928,JUMBO BAG SCANDINAVIAN PAISLEY,3,2010-05-10T17:21:00Z,1.95,12867,United Kingdom,5.85,19,5,2010
552315,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-05-08T16:10:00Z,1.69,12700,France,27.04,19,5,2011
503246,22219,LOVEBIRD HANGING DECORATION WHITE,12,2010-03-31T10:00:00Z,0.85,13803,United Kingdom,10.2,13,3,2010
545045,21755,LOVE BUILDING BLOCK WORD,4,2011-02-27T11:40:00Z,5.95,15708,United Kingdom,23.8,9,2,2011
496651,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,12,2010-02-03T12:21:00Z,0.85,13553,United Kingdom,10.2,5,2,2010
580598,23085,ANTIQUE SILVER BAUBLE LAMP,2,2011-12-05T11:05:00Z,10.4,17526,United Kingdom,20.8,49,12,2011
559457,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-08T12:50:00Z,2.95,14918,United Kingdom,35.400000000000006,27,7,2011
575481,21636,MADRAS NOTEBOOK MEDIUM,12,2011-11-09T16:28:00Z,0.75,15679,United Kingdom,9,45,11,2011
533476,85152,HAND OVER THE CHOCOLATE   SIGN,1,2010-11-17T12:53:00Z,2.1,16770,United Kingdom,2.1,46,11,2010
520372,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2010-08-25T14:35:00Z,1.25,13534,United Kingdom,15,34,8,2010
516956,21758,VINTAGE SHELLS PRINT,1,2010-07-25T15:44:00Z,6.45,13148,United Kingdom,6.45,30,7,2010
533449,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-11-17T11:45:00Z,1.95,14312,United Kingdom,19.5,46,11,2010
554704,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-05-26T10:09:00Z,1.25,15658,United Kingdom,15,21,5,2011
530631,22147,FELTCRAFT BUTTERFLY HEARTS,1,2010-11-03T16:05:00Z,1.45,16775,United Kingdom,1.45,44,11,2010
552290,22356,CHARLOTTE BAG PINK POLKADOT,2,2011-05-08T13:32:00Z,0.85,16007,United Kingdom,1.7,19,5,2011
563944,20719,WOODLAND CHARLOTTE BAG,10,2011-08-22T10:08:00Z,0.85,17581,United Kingdom,8.5,34,8,2011
527957,22582,PACK OF 6 SWEETIE GIFT BOXES,18,2010-10-19T16:38:00Z,2.55,13081,United Kingdom,45.9,42,10,2010
530970,21155,RED RETROSPOT PEG BAG,36,2010-11-05T09:35:00Z,2.1,12477,Germany,75.60000000000001,45,11,2010
527971,22074,6 RIBBONS SHIMMERING PINKS,12,2010-10-20T10:09:00Z,1.65,13373,United Kingdom,19.799999999999997,42,10,2010
523344,20828,GLITTER BUTTERFLY CLIPS,2,2010-09-21T15:51:00Z,2.55,13031,United Kingdom,5.1,38,9,2010
511856,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-06-11T08:41:00Z,0.42,15755,United Kingdom,10.08,24,6,2010
527370,22689,DOORMAT MERRY CHRISTMAS RED,1,2010-10-17T11:58:00Z,7.95,14479,United Kingdom,7.95,42,10,2010
578510,22727,ALARM CLOCK BAKELIKE RED,5,2011-11-24T13:25:00Z,3.75,14056,United Kingdom,18.75,47,11,2011
516941,21928,JUMBO BAG SCANDINAVIAN PAISLEY,2,2010-07-25T14:30:00Z,1.95,15898,United Kingdom,3.9,30,7,2010
507258,84991,60 TEATIME FAIRY CAKE CASES,24,2010-05-07T12:09:00Z,0.55,15382,United Kingdom,13.2,19,5,2010
503517,22189,CREAM HEART CARD HOLDER,4,2010-04-01T13:01:00Z,3.95,14200,United Kingdom,15.8,13,4,2010
573326,22468,BABUSHKA LIGHTS STRING OF 10,2,2011-10-30T11:08:00Z,6.75,15298,United Kingdom,13.5,44,10,2011
573999,23322,LARGE WHITE HEART OF WICKER,6,2011-11-02T11:43:00Z,2.95,12779,Poland,17.700000000000003,44,11,2011
511949,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-06-11T12:45:00Z,7.95,14320,United Kingdom,15.9,24,6,2010
581376,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-12-08T12:43:00Z,1.45,14719,United Kingdom,17.4,49,12,2011
559804,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-07-12T14:17:00Z,7.95,17405,United Kingdom,15.9,28,7,2011
500133,20728,LUNCH BAG CARS BLUE,4,2010-03-04T15:07:00Z,1.65,16329,United Kingdom,6.6,9,3,2010
531374,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-11-07T15:50:00Z,1.95,13178,United Kingdom,19.5,45,11,2010
576651,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-11-16T10:37:00Z,2.08,14626,United Kingdom,20.8,46,11,2011
578515,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2011-11-24T13:40:00Z,2.95,16885,United Kingdom,2.95,47,11,2011
551649,21747,SMALL SKULL WINDMILL,48,2011-05-03T12:02:00Z,1.05,12643,France,50.400000000000006,18,5,2011
505342,21445,12 PINK ROSE PEG PLACE SETTINGS,24,2010-04-21T13:22:00Z,1.06,17448,United Kingdom,25.44,16,4,2010
573094,21705,BAG 500g SWIRLY MARBLES,1,2011-10-27T14:39:00Z,1.65,15707,United Kingdom,1.65,43,10,2011
518403,85232A,SET/3 POLKA DOT STACKING TINS,3,2010-08-08T13:49:00Z,4.95,17132,United Kingdom,14.85,32,8,2010
543910,22197,SMALL POPCORN HOLDER,12,2011-02-14T12:36:00Z,0.85,13475,United Kingdom,10.2,7,2,2011
497221,22110,BIRD HOUSE HOT WATER BOTTLE,1,2010-02-07T15:07:00Z,3.45,17550,United Kingdom,3.45,6,2,2010
575221,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-09T11:25:00Z,3.95,12949,United Kingdom,15.8,45,11,2011
552259,20724,RED RETROSPOT CHARLOTTE BAG,2,2011-05-08T11:13:00Z,0.85,15796,United Kingdom,1.7,19,5,2011
